Tb427VSG-1	Tb427_000630400
Tb427VSG-1813	Tb427_000836900:pseudogene
Tb427VSG-1814	Tb427_000623800:pseudogene
Tb427VSG-1815	Tb427_000036800:pseudogene
Tb427VSG-1816	Tb427_000857800
Tb427VSG-1817	Tb427_000183400:pseudogene
Tb427VSG-1818	Tb427_000618400
Tb427VSG-1820	Tb427_000402700
Tb427VSG-1821	Tb427_000449700:pseudogene
Tb427VSG-1824	Tb427_000119600:pseudogene
Tb427VSG-1825	Tb427_000418100:pseudogene
Tb427VSG-1826	Tb427_000855200
Tb427VSG-1827	Tb427_000518400:pseudogene
Tb427VSG-1828	Tb427_090042300
Tb427VSG-1829	Tb427_000415500:pseudogene
Tb427VSG-1830	Tb427_000365000:pseudogene
Tb427VSG-1831	Tb427_000035500
Tb427VSG-1832	Tb427_000066800:pseudogene
Tb427VSG-1834	Tb427_000153300:pseudogene
Tb427VSG-1835	Tb427_000442200:pseudogene
Tb427VSG-1836	Tb427_000594300:pseudogene
Tb427VSG-1837	Tb427_000611500:pseudogene
Tb427VSG-1838	Tb427_000573700:pseudogene
Tb427VSG-1839	Tb427_000574300:pseudogene
Tb427VSG-1840	Tb427_000342200:pseudogene
Tb427VSG-1841	Tb427_000364200
Tb427VSG-1842	Tb427_000520500:pseudogene
Tb427VSG-1843	Tb427_000314400:pseudogene
Tb427VSG-1844	Tb427_000301800
Tb427VSG-1845	Tb427_000848400
Tb427VSG-1846	Tb427_000428400
Tb427VSG-1847	Tb427_000195400:pseudogene
Tb427VSG-1848	Tb427_000617600:pseudogene
Tb427VSG-1849	Tb427_000630000:pseudogene
Tb427VSG-1850	Tb427_000060800
Tb427VSG-1851	Tb427_000851700
Tb427VSG-1852	Tb427_000229000
Tb427VSG-1853	Tb427_000235300
Tb427VSG-1854	Tb427_000328800:pseudogene
Tb427VSG-1856	Tb427_000251700
Tb427VSG-1857	Tb427_000573900:pseudogene
Tb427VSG-1858	Tb427_000251600:pseudogene
Tb427VSG-1859	Tb427_000856400
Tb427VSG-1860	Tb427_000237400:pseudogene
Tb427VSG-1861	Tb427_000118700
Tb427VSG-1862	Tb427_000080000
Tb427VSG-1863	Tb427_000352300
Tb427VSG-1864	Tb427_000609900:pseudogene
Tb427VSG-1866	Tb427_000315000:pseudogene
Tb427VSG-1867	Tb427_000857900
Tb427VSG-1868	Tb427_000855500
Tb427VSG-1869	Tb427_000191800:pseudogene
Tb427VSG-1870	Tb427_000530600
Tb427VSG-1872	Tb427_000304200:pseudogene
Tb427VSG-1873	Tb427_000259700:pseudogene
Tb427VSG-1874	Tb427_000479700
Tb427VSG-1876	Tb427_000446400
Tb427VSG-1877	Tb427_000848600
Tb427VSG-1878	Tb427_000492000:pseudogene
Tb427VSG-1879	Tb427_000346700
Tb427VSG-1880	Tb427_000064400
Tb427VSG-1881	Tb427_000836800:pseudogene
Tb427VSG-1882	Tb427_000089300:pseudogene
Tb427VSG-1883	Tb427_000853800
Tb427VSG-1884	Tb427_000575400:pseudogene
Tb427VSG-1885	Tb427_000854200
Tb427VSG-1886	Tb427_000309800
Tb427VSG-1887	Tb427_000507400:pseudogene
Tb427VSG-1889	Tb427_000619500:pseudogene
Tb427VSG-1890	Tb427_000195300
Tb427VSG-1891	Tb427_000039600:pseudogene
Tb427VSG-1892	Tb427_000233900:pseudogene
Tb427VSG-1893	Tb427_000264600
Tb427VSG-1894	Tb427_000213600:pseudogene
Tb427VSG-1895	Tb427_000267500:pseudogene
Tb427VSG-1896	Tb427_000333200:pseudogene
Tb427VSG-1897	Tb427_000514400:pseudogene
Tb427VSG-1898	Tb427_000624000
Tb427VSG-1899	Tb427_000602700:pseudogene
Tb427VSG-1900	Tb427_000854600
Tb427VSG-1901	Tb427_000531500
Tb427VSG-1902	Tb427_000527000:pseudogene
Tb427VSG-1903	Tb427_000627500:pseudogene
Tb427VSG-1904	Tb427_000430300:pseudogene
Tb427VSG-1905	Tb427_000158300:pseudogene
Tb427VSG-1906	Tb427_000264500:pseudogene
Tb427VSG-1908	Tb427_000435800
Tb427VSG-1909	Tb427_000185600:pseudogene
Tb427VSG-1910	Tb427_000523500:pseudogene
Tb427VSG-1911	Tb427_000611400:pseudogene
Tb427VSG-1912	Tb427_000047400:pseudogene
Tb427VSG-1913	Tb427_000259500:pseudogene
Tb427VSG-1914	Tb427_000231300:pseudogene
Tb427VSG-1916	Tb427_000433500:pseudogene
Tb427VSG-1917	Tb427_000415000:pseudogene
Tb427VSG-1918	Tb427_000495000
Tb427VSG-1919	Tb427_000057000:pseudogene
Tb427VSG-1921	Tb427_000084600:pseudogene
Tb427VSG-1922	Tb427_000539600
Tb427VSG-1924	Tb427_000604600:pseudogene
Tb427VSG-1926	Tb427_000331900:pseudogene
Tb427VSG-1927	Tb427_000480300:pseudogene
Tb427VSG-1928	Tb427_000294900:pseudogene
Tb427VSG-1929	Tb427_000370300:pseudogene
Tb427VSG-1930	Tb427_000788700
Tb427VSG-1931	Tb427_000862000
Tb427VSG-1932	Tb427_000455200:pseudogene
Tb427VSG-1933	Tb427_000060300:pseudogene
Tb427VSG-1934	Tb427_000856200
Tb427VSG-1937	Tb427_000540100:pseudogene
Tb427VSG-1938	Tb427_000314800:pseudogene
Tb427VSG-1940	Tb427_000226800
Tb427VSG-1942	Tb427_000630200
Tb427VSG-1943	Tb427_000849300
Tb427VSG-1945	Tb427_000337400
Tb427VSG-1946	Tb427_000558300:pseudogene
Tb427VSG-1947	Tb427_000103200:pseudogene
Tb427VSG-1948	Tb427_000715700:pseudogene
Tb427VSG-1952	Tb427_000181200:pseudogene
Tb427VSG-1953	Tb427_000231700
Tb427VSG-1954	Tb427_000524500
Tb427VSG-1956	Tb427_000079700:pseudogene
Tb427VSG-1957	Tb427_000264400
Tb427VSG-1958	Tb427_000106000
Tb427VSG-1959	Tb427_000199500
Tb427VSG-1960	Tb427_000716100:pseudogene
Tb427VSG-1962	Tb427_000260600:pseudogene
Tb427VSG-1963	Tb427_000630300
Tb427VSG-1965	Tb427_000267800:pseudogene
Tb427VSG-1966	Tb427_000330300:pseudogene
Tb427VSG-1967	Tb427_000580100
Tb427VSG-1968	Tb427_000238700:pseudogene
Tb427VSG-1969	Tb427_000399100
Tb427VSG-1970	Tb427_000309500
Tb427VSG-1971	Tb427_000144200
Tb427VSG-1972	Tb427_000045600:pseudogene
Tb427VSG-1973	Tb427_000544000:pseudogene
Tb427VSG-1974	Tb427_000387800
Tb427VSG-1975	Tb427_000409000
Tb427VSG-1977	Tb427_000159100:pseudogene
Tb427VSG-1978	Tb427_000180700:pseudogene
Tb427VSG-1979	Tb427_000260900
Tb427VSG-1980	Tb427_000319100
Tb427VSG-1981	Tb427_000850000
Tb427VSG-1982	Tb427_000121700
Tb427VSG-1983	Tb427_000261600
Tb427VSG-2001	Tb427_000595600
Tb427VSG-2002	Tb427_000474200
Tb427VSG-2003	Tb427_000850400
Tb427VSG-2005	Tb427_000301100
Tb427VSG-2006	Tb427_000146000:pseudogene
Tb427VSG-2007	Tb427_000251300:pseudogene
Tb427VSG-2008	Tb427_000386000:pseudogene
Tb427VSG-2009	Tb427_000396900
Tb427VSG-2010	Tb427_000524000
Tb427VSG-2011	Tb427_000241200:pseudogene
Tb427VSG-2012	Tb427_000306200
Tb427VSG-2013	Tb427_000539500
Tb427VSG-2014	Tb427_000853200
Tb427VSG-2016	Tb427_000083900:pseudogene
Tb427VSG-2017	Tb427_000447900
Tb427VSG-2018	Tb427_000248000
Tb427VSG-2019	Tb427_000053800
Tb427VSG-2021	Tb427_000279700:pseudogene
Tb427VSG-2022	Tb427_000361400
Tb427VSG-2023	Tb427_000419300
Tb427VSG-2024	Tb427_000255600
Tb427VSG-2025	Tb427_000049500:pseudogene
Tb427VSG-2026	Tb427_000282100:pseudogene
Tb427VSG-2027	Tb427_000052300
Tb427VSG-2028	Tb427_000563000:pseudogene
Tb427VSG-2029	Tb427_000187600:pseudogene
Tb427VSG-2030	Tb427_000613700:pseudogene
Tb427VSG-2031	Tb427_000470400
Tb427VSG-2032	Tb427_000196700:pseudogene
Tb427VSG-2033	Tb427_000503100
Tb427VSG-2034	Tb427_000154000:pseudogene
Tb427VSG-2035	Tb427_000411400
Tb427VSG-2036	Tb427_000475200
Tb427VSG-2037	Tb427_000182300:pseudogene
Tb427VSG-2038	Tb427_000331800
Tb427VSG-2039	Tb427_000852400
Tb427VSG-2040	Tb427_000162400:pseudogene
Tb427VSG-2042	Tb427_000861100
Tb427VSG-2043	Tb427_000244500
Tb427VSG-2044	Tb427_000507900:pseudogene
Tb427VSG-2045	Tb427_000490400
Tb427VSG-2046	Tb427_000542300
Tb427VSG-2047	Tb427_000381500:pseudogene
Tb427VSG-2048	Tb427_000612000:pseudogene
Tb427VSG-2049	Tb427_000393700
Tb427VSG-2051	Tb427_090010200:pseudogene
Tb427VSG-2052	Tb427_000325200
Tb427VSG-2053	Tb427_000302100
Tb427VSG-2054	Tb427_000598300
Tb427VSG-2055	Tb427_000046600:pseudogene
Tb427VSG-2056	Tb427_000855300
Tb427VSG-2058	Tb427_000165700:pseudogene
Tb427VSG-2059	Tb427_000237500:pseudogene
Tb427VSG-2060	Tb427_000323200:pseudogene
Tb427VSG-2061	Tb427_000630900
Tb427VSG-2062	Tb427_000550900
Tb427VSG-2063	Tb427_000242400
Tb427VSG-2064	Tb427_000620000
Tb427VSG-2065	Tb427_000062300
Tb427VSG-2066	Tb427_000160400
Tb427VSG-2067	Tb427_000182800
Tb427VSG-2068	Tb427_000089500:pseudogene
Tb427VSG-2069	Tb427_000528300
Tb427VSG-2070	Tb427_000192100
Tb427VSG-2071	Tb427_000492800:pseudogene
Tb427VSG-2072	Tb427_000830300:pseudogene
Tb427VSG-2073	Tb427_000383500:pseudogene
Tb427VSG-2074	Tb427_000437900:pseudogene
Tb427VSG-2075	Tb427_000631100
Tb427VSG-2076	Tb427_000365700:pseudogene
Tb427VSG-2077	Tb427_000119900:pseudogene
Tb427VSG-2078	Tb427_000336500:pseudogene
Tb427VSG-2079	Tb427_020033000:pseudogene
Tb427VSG-2080	Tb427_000137300
Tb427VSG-2081	Tb427_000615800
Tb427VSG-2082	Tb427_000158800
Tb427VSG-2083	Tb427_000506300:pseudogene
Tb427VSG-2085	Tb427_000304600:pseudogene
Tb427VSG-2086	Tb427_000189300
Tb427VSG-2087	Tb427_000326900:pseudogene
Tb427VSG-2088	Tb427_000517200
Tb427VSG-2090	Tb427_000044300
Tb427VSG-2091	Tb427_000101700
Tb427VSG-2092	Tb427_000366800:pseudogene
Tb427VSG-2093	Tb427_000589400
Tb427VSG-2094	Tb427_000576200
Tb427VSG-2096	Tb427_000486800:pseudogene
Tb427VSG-2097	Tb427_000605200:pseudogene
Tb427VSG-2098	Tb427_000574900:pseudogene
Tb427VSG-2099	Tb427_000068900:pseudogene
Tb427VSG-2100	Tb427_000153000:pseudogene
Tb427VSG-2101	Tb427_000453500
Tb427VSG-2102	Tb427_000264700:pseudogene
Tb427VSG-2103	Tb427_000216100:pseudogene
Tb427VSG-2104	Tb427_000327700:pseudogene
Tb427VSG-2105	Tb427_000253400
Tb427VSG-2106	Tb427_000413300:pseudogene
Tb427VSG-2107	Tb427_000602900
Tb427VSG-2108	Tb427_000321000:pseudogene
Tb427VSG-2109	Tb427_000220300
Tb427VSG-2110	Tb427_000263300:pseudogene
Tb427VSG-2111	Tb427_000159800:pseudogene
Tb427VSG-2112	Tb427_000851300
Tb427VSG-2113	Tb427_000220400:pseudogene
Tb427VSG-2115	Tb427_000482500:pseudogene
Tb427VSG-2116	Tb427_000460400:pseudogene
Tb427VSG-2117	Tb427_000800500
Tb427VSG-2118	Tb427_000208200:pseudogene
Tb427VSG-2119	Tb427_000559600
Tb427VSG-2120	Tb427_000352800:pseudogene
Tb427VSG-2121	Tb427_000088900:pseudogene
Tb427VSG-2123	Tb427_000449800
Tb427VSG-2124	Tb427_000186200:pseudogene
Tb427VSG-2125	Tb427_000469600:pseudogene
Tb427VSG-2126	Tb427_000540000:pseudogene
Tb427VSG-2127	Tb427_000208500:pseudogene
Tb427VSG-2130	Tb427_000357700:pseudogene
Tb427VSG-2131	Tb427_000329100:pseudogene
Tb427VSG-2132	Tb427_000375800:pseudogene
Tb427VSG-2133	Tb427_000350100
Tb427VSG-2136	Tb427_000854300
Tb427VSG-2137	Tb427_000569200:pseudogene
Tb427VSG-2138	Tb427_000306800:pseudogene
Tb427VSG-2139	Tb427_000111700
Tb427VSG-2140	Tb427_000396200:pseudogene
Tb427VSG-2141	Tb427_000509600
Tb427VSG-2142	Tb427_000373000
Tb427VSG-2144	Tb427_000130100:pseudogene
Tb427VSG-2145	Tb427_000072000:pseudogene
Tb427VSG-2146	Tb427_000106700
Tb427VSG-2147	Tb427_000465400:pseudogene
Tb427VSG-2148	Tb427_000636700
Tb427VSG-2149	Tb427_000162900:pseudogene
Tb427VSG-2150	Tb427_000586500:pseudogene
Tb427VSG-2152	Tb427_000463100
Tb427VSG-2153	Tb427_000444200
Tb427VSG-2154	Tb427_000371900
Tb427VSG-2156	Tb427_000458800
Tb427VSG-2157	Tb427_000854800
Tb427VSG-2158	Tb427_000457700
Tb427VSG-2159	Tb427_000405100:pseudogene
Tb427VSG-2162	Tb427_000470600:pseudogene
Tb427VSG-2163	Tb427_000861700
Tb427VSG-2164	Tb427_000520800:pseudogene
Tb427VSG-2165	Tb427_000401700:pseudogene
Tb427VSG-2166	Tb427_000090600
Tb427VSG-2167	Tb427_000477300:pseudogene
Tb427VSG-2168	Tb427_000188500:pseudogene
Tb427VSG-2169	Tb427_000527800:pseudogene
Tb427VSG-2170	Tb427_000442000:pseudogene
Tb427VSG-2171	Tb427_000209000:pseudogene
Tb427VSG-2173	Tb427_000598700
Tb427VSG-2174	Tb427_000563200:pseudogene
Tb427VSG-2175	Tb427_000479900
Tb427VSG-2176	Tb427_000442500:pseudogene
Tb427VSG-2177	Tb427_000172300
Tb427VSG-2178	Tb427_000315700:pseudogene
Tb427VSG-2180	Tb427_000203300
Tb427VSG-2181	Tb427_000857600
Tb427VSG-2182	Tb427_000248200
Tb427VSG-2183	Tb427_000217800:pseudogene
Tb427VSG-2184	Tb427_000245200:pseudogene
Tb427VSG-2185	Tb427_000261400
Tb427VSG-2186	Tb427_000034100:pseudogene
Tb427VSG-2187	Tb427_000061700
Tb427VSG-2188	Tb427_000539400:pseudogene
Tb427VSG-2189	Tb427_000124200:pseudogene
Tb427VSG-2190	Tb427_000490800
Tb427VSG-2191	Tb427_000359000:pseudogene
Tb427VSG-2192	Tb427_000474900
Tb427VSG-2193	Tb427_000413200
Tb427VSG-2194	Tb427_000507100
Tb427VSG-2195	Tb427_000033500:pseudogene
Tb427VSG-2196	Tb427_000848900
Tb427VSG-2199	Tb427_000182100:pseudogene
Tb427VSG-2200	Tb427_000850500
Tb427VSG-2201	Tb427_000619900:pseudogene
Tb427VSG-2202	Tb427_000179500
Tb427VSG-2204	Tb427_000047100
Tb427VSG-2205	Tb427_000065800
Tb427VSG-2206	Tb427_000849700
Tb427VSG-2207	Tb427_000478700:pseudogene
Tb427VSG-2208	Tb427_000299900
Tb427VSG-2209	Tb427_000437400
Tb427VSG-2210	Tb427_000194500:pseudogene
Tb427VSG-2211	Tb427_000100400:pseudogene
Tb427VSG-2212	Tb427_000259400:pseudogene
Tb427VSG-2214	Tb427_000483700:pseudogene
Tb427VSG-2215	Tb427_000211000:pseudogene
Tb427VSG-2216	Tb427_000395600:pseudogene
Tb427VSG-2217	Tb427_000244300:pseudogene
Tb427VSG-2218	Tb427_000581100:pseudogene
Tb427VSG-2219	Tb427_000847600
Tb427VSG-2220	Tb427_000846500
Tb427VSG-2221	Tb427_000159400
Tb427VSG-2222	Tb427_000372600:pseudogene
Tb427VSG-2223	Tb427_000070800:pseudogene
Tb427VSG-2224	Tb427_000064000
Tb427VSG-2225	Tb427_000859400
Tb427VSG-2226	Tb427_000782700:pseudogene
Tb427VSG-2227	Tb427_000389000
Tb427VSG-2228	Tb427_000261700:pseudogene
Tb427VSG-2229	Tb427_000504400:pseudogene
Tb427VSG-2230	Tb427_000036700:pseudogene
Tb427VSG-2232	Tb427_000163600:pseudogene
Tb427VSG-2233	Tb427_000558400:pseudogene
Tb427VSG-2234	Tb427_000855900
Tb427VSG-2235	Tb427_000846200
Tb427VSG-2238	Tb427_000559800
Tb427VSG-2239	Tb427_000453100:pseudogene
Tb427VSG-2240	Tb427_000619600:pseudogene
Tb427VSG-2241	Tb427_000496500:pseudogene
Tb427VSG-2243	Tb427_000847900
Tb427VSG-2244	Tb427_000493900
Tb427VSG-2245	Tb427_000244100:pseudogene
Tb427VSG-2251	Tb427_000465600
Tb427VSG-2253	Tb427_000178200:pseudogene
Tb427VSG-2254	Tb427_000195600:pseudogene
Tb427VSG-2255	Tb427_000302200:pseudogene
Tb427VSG-2256	Tb427_000031700
Tb427VSG-2257	Tb427_000861300
Tb427VSG-2259	Tb427_000039300:pseudogene
Tb427VSG-2261	Tb427_000505400:pseudogene
Tb427VSG-2262	Tb427_000425100:pseudogene
Tb427VSG-2263	Tb427_000191400:pseudogene
Tb427VSG-2267	Tb427_000149600:pseudogene
Tb427VSG-2271	Tb427_000509100:pseudogene
Tb427VSG-2272	Tb427_000552400:pseudogene
Tb427VSG-2275	Tb427_000522300
Tb427VSG-2276	Tb427_000862100
Tb427VSG-2279	Tb427_000367700
Tb427VSG-2280	Tb427_000509400
Tb427VSG-2281	Tb427_000862600
Tb427VSG-2282	Tb427_000398000
Tb427VSG-2284	Tb427_000860300
Tb427VSG-2285	Tb427_000849500
Tb427VSG-2287	Tb427_000508500:pseudogene
Tb427VSG-2288	Tb427_000601600:pseudogene
Tb427VSG-2289	Tb427_000856600
Tb427VSG-2290	Tb427_000355200
Tb427VSG-2291	Tb427_000092800:pseudogene
Tb427VSG-2292	Tb427_000555800:pseudogene
Tb427VSG-2293	Tb427_000438900:pseudogene
Tb427VSG-2294	Tb427_000205700:pseudogene
Tb427VSG-2295	Tb427_000117500
Tb427VSG-2296	Tb427_000353700
Tb427VSG-2298	Tb427_000101900:pseudogene
Tb427VSG-2299	Tb427_000168900
Tb427VSG-2300	Tb427_000850200
Tb427VSG-2302	Tb427_000459800
Tb427VSG-2303	Tb427_000438700:pseudogene
Tb427VSG-2304	Tb427_000517700:pseudogene
Tb427VSG-2305	Tb427_000845500
Tb427VSG-2307	Tb427_000858700
Tb427VSG-2308	Tb427_000404700
Tb427VSG-2309	Tb427_000487500:pseudogene
Tb427VSG-2310	Tb427_000089200
Tb427VSG-2311	Tb427_000026400:pseudogene
Tb427VSG-2312	Tb427_000035700:pseudogene
Tb427VSG-2313	Tb427_000303400:pseudogene
Tb427VSG-2314	Tb427_000321300:pseudogene
Tb427VSG-2315	Tb427_000309200:pseudogene
Tb427VSG-2316	Tb427_000554100:pseudogene
Tb427VSG-2317	Tb427_000862500
Tb427VSG-2318	Tb427_000859100
Tb427VSG-2319	Tb427_000434600:pseudogene
Tb427VSG-2320	Tb427_000440200:pseudogene
Tb427VSG-2322	Tb427_000085400
Tb427VSG-2323	Tb427_000650700:pseudogene
Tb427VSG-2327	Tb427_000750800:pseudogene
Tb427VSG-2331	Tb427_000316600
Tb427VSG-2338	Tb427_000549800:pseudogene
Tb427VSG-2340	Tb427_000169600:pseudogene
Tb427VSG-2342	Tb427_000322100:pseudogene
Tb427VSG-2345	Tb427_000463300:pseudogene
Tb427VSG-2351	Tb427_000218100:pseudogene
Tb427VSG-2354	Tb427_000860700
Tb427VSG-2360	Tb427_000188800:pseudogene
Tb427VSG-2362	Tb427_000336900
Tb427VSG-2366	Tb427_000850300
Tb427VSG-2371	Tb427_000251400:pseudogene
Tb427VSG-2378	Tb427_000560300
Tb427VSG-3001	Tb427_000430000
Tb427VSG-3002	Tb427_000147700
Tb427VSG-3004	Tb427_000584700
Tb427VSG-3005	Tb427_000227600:pseudogene
Tb427VSG-3006	Tb427_000458400:pseudogene
Tb427VSG-3007	Tb427_000363200
Tb427VSG-3008	Tb427_000117700:pseudogene
Tb427VSG-3009	Tb427_000375300:pseudogene
Tb427VSG-3010	Tb427_090011100
Tb427VSG-3011	Tb427_000823200
Tb427VSG-3012	Tb427_000389100
Tb427VSG-3013	Tb427_000071800
Tb427VSG-3014	Tb427_000079500:pseudogene
Tb427VSG-3016	Tb427_000415700
Tb427VSG-3017	Tb427_000290900:pseudogene
Tb427VSG-3018	Tb427_000193100
Tb427VSG-3019	Tb427_000405800:pseudogene
Tb427VSG-3020	Tb427_000205800:pseudogene
Tb427VSG-3021	Tb427_000453800:pseudogene
Tb427VSG-3022	Tb427_000046800:pseudogene
Tb427VSG-3023	Tb427_000234700
Tb427VSG-3024	Tb427_000179400
Tb427VSG-3025	Tb427_000152300
Tb427VSG-3026	Tb427_000850700
Tb427VSG-3027	Tb427_000245100
Tb427VSG-3028	Tb427_000320000:pseudogene
Tb427VSG-3029	Tb427_000330500
Tb427VSG-3030	Tb427_000384500
Tb427VSG-3031	Tb427_000042300:pseudogene
Tb427VSG-3032	Tb427_000080200:pseudogene
Tb427VSG-3033	Tb427_000526600
Tb427VSG-3034	Tb427_000575000
Tb427VSG-3035	Tb427_000471200
Tb427VSG-3036	Tb427_000211800:pseudogene
Tb427VSG-3037	Tb427_070071100
Tb427VSG-3038	Tb427_000139500
Tb427VSG-3039	Tb427_000631400:pseudogene
Tb427VSG-3040	Tb427_000844000:pseudogene
Tb427VSG-3041	Tb427_000278600
Tb427VSG-3042	Tb427_000319300:pseudogene
Tb427VSG-3043	Tb427_000859500
Tb427VSG-3044	Tb427_000611200
Tb427VSG-3045	Tb427_000237800:pseudogene
Tb427VSG-3046	Tb427_000151700:pseudogene
Tb427VSG-3047	Tb427_000234200
Tb427VSG-3048	Tb427_000850100
Tb427VSG-3049	Tb427_000213700
Tb427VSG-3050	Tb427_000260400:pseudogene
Tb427VSG-3053	Tb427_000141400
Tb427VSG-3055	Tb427_000575800:pseudogene
Tb427VSG-3057	Tb427_000179900
Tb427VSG-3058	Tb427_000337300:pseudogene
Tb427VSG-3059	Tb427_000073800:pseudogene
Tb427VSG-3060	Tb427_000049800:pseudogene
Tb427VSG-3061	Tb427_000262000
Tb427VSG-3062	Tb427_000208300
Tb427VSG-3064	Tb427_000053500:pseudogene
Tb427VSG-3066	Tb427_000063400:pseudogene
Tb427VSG-3067	Tb427_000466600
Tb427VSG-3068	Tb427_000632400:pseudogene
Tb427VSG-3069	Tb427_000611800:pseudogene
Tb427VSG-3070	Tb427_000295400
Tb427VSG-3071	Tb427_000483500
Tb427VSG-3074	Tb427_000246800
Tb427VSG-3075	Tb427_000413900
Tb427VSG-3076	Tb427_000152200:pseudogene
Tb427VSG-3078	Tb427_000265700
Tb427VSG-3079	Tb427_000599500:pseudogene
Tb427VSG-3080	Tb427_000043800:pseudogene
Tb427VSG-3081	Tb427_000169000:pseudogene
Tb427VSG-3082	Tb427_000650800
Tb427VSG-3083	Tb427_000598200:pseudogene
Tb427VSG-3084	Tb427_000184600
Tb427VSG-3085	Tb427_000130800
Tb427VSG-3086	Tb427_000496900:pseudogene
Tb427VSG-3088	Tb427_000854000
Tb427VSG-3090	Tb427_000085300
Tb427VSG-3091	Tb427_000451200:pseudogene
Tb427VSG-3092	Tb427_000045900
Tb427VSG-3093	Tb427_000313200:pseudogene
Tb427VSG-3094	Tb427_000360000:pseudogene
Tb427VSG-3095	Tb427_000279300
Tb427VSG-3096	Tb427_000028600:pseudogene
Tb427VSG-3097	Tb427_000548200
Tb427VSG-3098	Tb427_000451600:pseudogene
Tb427VSG-3099	Tb427_000300400:pseudogene
Tb427VSG-3100	Tb427_000465100
Tb427VSG-3101	Tb427_000042900
Tb427VSG-3102	Tb427_000610000:pseudogene
Tb427VSG-3103	Tb427_000391600
Tb427VSG-3104	Tb427_000720000
Tb427VSG-3105	Tb427_000357400:pseudogene
Tb427VSG-3106	Tb427_000271500:pseudogene
Tb427VSG-3107	Tb427_000626300
Tb427VSG-3109	Tb427_000401400
Tb427VSG-3110	Tb427_090092400:pseudogene
Tb427VSG-3111	Tb427_000330000
Tb427VSG-3112	Tb427_000467500:pseudogene
Tb427VSG-3113	Tb427_000235900
Tb427VSG-3114	Tb427_000751000:pseudogene
Tb427VSG-3115	Tb427_000581600
Tb427VSG-3116	Tb427_000223900:pseudogene
Tb427VSG-3117	Tb427_000570700:pseudogene
Tb427VSG-3118	Tb427_000669400
Tb427VSG-3119	Tb427_000100000:pseudogene
Tb427VSG-3120	Tb427_000113600
Tb427VSG-3121	Tb427_000442900
Tb427VSG-3122	Tb427_000030600:pseudogene
Tb427VSG-3123	Tb427_000685200:pseudogene
Tb427VSG-3124	Tb427_000857300
Tb427VSG-3125	Tb427_000029200:pseudogene
Tb427VSG-3126	Tb427_000836700:pseudogene
Tb427VSG-3127	Tb427_000204400
Tb427VSG-3128	Tb427_000456300
Tb427VSG-3129	Tb427_000606800
Tb427VSG-3130	Tb427_000260200
Tb427VSG-3131	Tb427_000562800
Tb427VSG-3132	Tb427_000457200:pseudogene
Tb427VSG-3133	Tb427_000415600
Tb427VSG-3134	Tb427_000603800:pseudogene
Tb427VSG-3135	Tb427_000399300
Tb427VSG-3136	Tb427_000248500:pseudogene
Tb427VSG-3137	Tb427_000363500:pseudogene
Tb427VSG-3138	Tb427_000434700
Tb427VSG-3139	Tb427_000577400:pseudogene
Tb427VSG-3140	Tb427_000203700:pseudogene
Tb427VSG-3141	Tb427_000386200
Tb427VSG-3142	Tb427_000493200
Tb427VSG-3143	Tb427_000855800
Tb427VSG-3144	Tb427_000837000:pseudogene
Tb427VSG-3145	Tb427_000308700:pseudogene
Tb427VSG-3146	Tb427_000423100:pseudogene
Tb427VSG-3147	Tb427_000488600:pseudogene
Tb427VSG-3149	Tb427_000427800:pseudogene
Tb427VSG-3150	Tb427_000363700
Tb427VSG-3151	Tb427_000526900:pseudogene
Tb427VSG-3152	Tb427_000236300
Tb427VSG-3153	Tb427_000240100
Tb427VSG-3154	Tb427_000580600
Tb427VSG-3155	Tb427_000416000
Tb427VSG-3156	Tb427_000192400:pseudogene
Tb427VSG-3157	Tb427_000214100
Tb427VSG-3158	Tb427_000575600:pseudogene
Tb427VSG-3159	Tb427_000486300
Tb427VSG-3160	Tb427_000154500:pseudogene
Tb427VSG-3161	Tb427_000860600
Tb427VSG-3162	Tb427_000460200
Tb427VSG-3164	Tb427_000452700
Tb427VSG-3165	Tb427_000510600:pseudogene
Tb427VSG-3166	Tb427_000517000
Tb427VSG-3167	Tb427_000192200:pseudogene
Tb427VSG-3168	Tb427_000519500
Tb427VSG-3170	Tb427_000446100
Tb427VSG-3171	Tb427_000085100
Tb427VSG-3172	Tb427_000149400
Tb427VSG-3173	Tb427_000457300:pseudogene
Tb427VSG-3174	Tb427_000859300
Tb427VSG-3175	Tb427_000403500:pseudogene
Tb427VSG-3176	Tb427_000552300:pseudogene
Tb427VSG-3177	Tb427_000249500:pseudogene
Tb427VSG-3178	Tb427_000368200:pseudogene
Tb427VSG-3179	Tb427_000340000:pseudogene
Tb427VSG-3180	Tb427_000089100:pseudogene
Tb427VSG-3181	Tb427_000032600
Tb427VSG-3182	Tb427_000234000
Tb427VSG-3183	Tb427_000289400
Tb427VSG-3184	Tb427_000504600:pseudogene
Tb427VSG-3185	Tb427_000224000
Tb427VSG-3186	Tb427_000136800:pseudogene
Tb427VSG-3187	Tb427_000789000
Tb427VSG-3188	Tb427_000333600:pseudogene
Tb427VSG-3189	Tb427_000414900
Tb427VSG-3190	Tb427_000094500
Tb427VSG-3191	Tb427_000432200
Tb427VSG-3192	Tb427_000059000
Tb427VSG-3193	Tb427_000450300
Tb427VSG-3194	Tb427_000849800
Tb427VSG-3195	Tb427_000359900
